"Police.Service","Period","Total.Cases","Firearm.Injuries","Firearm.Deaths","Custody.Injuries","Custody.Deaths","Vehicle.Injuries","Vehicle.Deaths","Sexual.Assault.Complaints","Other","Year","muniName","Population.2006","Population.2011","Pop.density"
"OPP Oxford Detachment","2008-2009",3,NA,NA,NA,NA,3,NA,NA,NA,2009,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2007-2008",2,NA,NA,NA,1,1,NA,NA,NA,2008,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2006-2007",1,NA,NA,NA,NA,1,NA,NA,NA,2007,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2012-2013",2,NA,NA,2,NA,NA,NA,NA,NA,2013,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Oxford County","11,760","105,719","51.8"
"OPP Oxford Detachment (Ingersoll Satellite)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Oxford County","11,760","105,719","51.8"
"OPP Pelee Island Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Pelee",NA,"171","4.1"
"OPP Pelee Island Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Pelee",NA,"171","4.1"
"OPP Perth County Detachment","2013-2014",1,NA,NA,NA,NA,1,NA,NA,NA,2014,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2012-2013",2,NA,NA,2,NA,NA,NA,NA,NA,2013,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2008-2009",1,NA,NA,NA,1,NA,NA,NA,NA,2009,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2007-2008",1,NA,NA,NA,1,NA,NA,NA,NA,2008,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Perth","5,907","5,840","476.7"
"OPP Perth County Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Perth","5,907","5,840","476.7"
"OPP Peterborough County Detachment","2013-2014",4,NA,NA,3,NA,NA,NA,NA,1,2014,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2012-2013",1,NA,NA,NA,NA,1,NA,NA,NA,2013,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2009-2010",2,NA,NA,1,NA,1,NA,NA,NA,2010,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2008-2009",2,NA,NA,1,NA,1,NA,NA,NA,2009,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2007-2008",4,NA,NA,NA,2,1,NA,1,NA,2008,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Peterborough","75,406","78,698","1,233.6"
"OPP Peterborough County Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Peterborough","75,406","78,698","1,233.6"
"OPP Pickle Lake Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2009-2010",1,NA,1,NA,NA,NA,NA,NA,NA,2010,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Pickle Lake",NA,"425","1.7"
"OPP Pickle Lake Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Pickle Lake",NA,"425","1.7"
"OPP Port Credit Detachment","2013-2014",2,NA,NA,1,NA,NA,1,NA,NA,2014,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2012-2013",1,NA,NA,1,NA,NA,NA,NA,NA,2013,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2009-2010",2,NA,NA,1,NA,NA,NA,1,NA,2010,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Port Credit",NA,NA,NA
"OPP Port Credit Detachment","2005-2006",2,NA,NA,NA,1,NA,NA,1,NA,2006,"Port Credit",NA,NA,NA
"OPP Powassan Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Powassan",NA,"3,378",""
"OPP Powassan Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Powassan",NA,"3,378",""
"OPP Prince Edward Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Prince Edward",NA,"25,258","24.0"
"OPP Prince Edward Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Prince Edward",NA,"25,258","24.0"
"OPP Quinte West Detachment","2013-2014",2,NA,NA,NA,1,NA,1,NA,NA,2014,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2012-2013",2,NA,NA,1,NA,NA,NA,1,NA,2013,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2010-2011",1,NA,NA,NA,NA,NA,NA,1,NA,2011,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2008-2009",2,NA,NA,2,NA,NA,NA,NA,NA,2009,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Quinte West","42,697","43,086","87.2"
"OPP Quinte West Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Quinte West","42,697","43,086","87.2"
"OPP Rainy River Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Rainy River","909","842","281.5"
"OPP Rainy River Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Rainy River","909","842","281.5"
"OPP Rainy River District Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Rainy River","909","842","281.5"
"OPP Red Lake Detachment","2013-2014",1,1,NA,NA,NA,NA,NA,NA,NA,2014,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2012-2013",2,NA,NA,1,1,NA,NA,NA,NA,2013,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2010-2011",2,NA,NA,1,1,NA,NA,NA,NA,2011,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2009-2010",1,NA,NA,1,NA,NA,NA,NA,NA,2010,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Red Lake",NA,"4,670","7.7"
"OPP Red Lake Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Red Lake",NA,"4,670","7.7"
"OPP Renfrew Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2007-2008",4,NA,1,NA,1,1,NA,1,NA,2008,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Renfrew","7,846","8,218","643.5"
"OPP Renfrew Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Renfrew","7,846","8,218","643.5"
"OPP Rideau Lakes Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Rideau Lakes",NA,"10,207","14.0"
"OPP Rideau Lakes Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Rideau Lakes",NA,"10,207","14.0"
"OPP Russell County Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Russell County Detachment","2012-2013",1,NA,NA,1,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Russell County Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Russell County Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Russell County Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Russell County Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Russell County Detachment","2007-2008",1,NA,NA,NA,NA,NA,NA,1,NA,2008,NA,NA,NA,NA
"OPP Russell County Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Russell County Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Russell County Detachment (Rockland)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2012-2013",2,NA,NA,1,NA,1,NA,NA,NA,2013,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Rockland",NA,"11,099",""
"OPP Russell County Detachment (Rockland)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Rockland",NA,"11,099",""
"OPP Sauble Beach Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Sauble Beach Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Sault Ste. Marie Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2011-2012",1,NA,NA,NA,NA,1,NA,NA,NA,2012,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Sault Ste. Marie Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Sault Ste. Marie","74,948","75,141","336.6"
"OPP Schreiber Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Schreiber Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"SchreiberIsbester's Landing",NA,"1,126","30.6"
"OPP Shabaqua Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Shabaqua Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Shabaqua Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Shabaqua Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Shabaqua Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Shabaqua Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Shabaqua Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Shabaqua Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Shabaqua Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Sharbot Lake Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Sharbot Lake",NA,NA,NA
"OPP Sharbot Lake Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Sharbot Lake",NA,NA,NA
"OPP Sioux Lookout Detachment","2013-2014",2,NA,NA,NA,NA,NA,NA,2,NA,2014,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2012-2013",2,NA,NA,1,NA,NA,NA,1,NA,2013,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2010-2011",3,NA,1,1,1,NA,NA,NA,NA,2011,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2007-2008",2,NA,NA,1,NA,NA,NA,1,NA,2008,"Sioux Lookout",NA,"5,037","13.3"
"OPP Sioux Lookout Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Sioux Lookout",NA,"5,037","13.3"
